source_locality,source_code,source_name,target_code,target_name,stat_2022,match_method,elections,result_rows,eligible,actual_voters
נוקדים,,נוקדים,3726,נוקדים,1,automatic_name_match,K17,1,0,317
קורנית,,קורנית,1179,קורנית,1,automatic_name_match,K17,1,0,317
גינוסר,,גינוסר,262,גינוסר,1,automatic_name_match,K17,1,0,316
פלמחים,,פלמחים,597,פלמחים,1,automatic_name_match,K17,1,0,316
יזרעאל,,יזרעאל,452,יזרעאל,1,automatic_name_match,K17,1,0,315
עמיר,,עמיר,319,עמיר,1,automatic_name_match,K17,1,0,315
מישר,,מישר,731,מישר,1,automatic_name_match,K17,1,0,314
עין יהב,,עין יהב,806,עין יהב,1,automatic_name_match,K17,1,0,314
בית העמק,,בית העמק,572,בית העמק,1,automatic_name_match,K17,1,0,313
חניתה,,חניתה,280,חניתה,1,automatic_name_match,K17,1,0,313
"עין הנצי""ב",,"עין הנצי""ב",383,"עין הנצי""ב",1,automatic_name_match,K17,1,0,313
אחיהוד,,אחיהוד,785,אחיהוד,1,automatic_name_match,K17,1,0,312
מענית,,מענית,344,מענית,1,automatic_name_match,K17,1,0,312
עץ אפרים,,עץ אפרים,3778,עץ אפרים,1,automatic_name_match,K17,1,0,312
אל-עריאן [1316],1316,אל-עריאן,1316,אל -עריאן,1,automatic_code_match,K22 K21 K20 K19,4,472,310
גיאה,,גיאה,706,גיאה,1,automatic_name_match,K17,1,0,308
עין אל-אסד,,עין אל-אסד,546,עין אל-אסד,1,automatic_name_match,K17,1,0,308
יגל,,יגל,798,יגל,1,automatic_name_match,K17,1,0,307
ישעי,,ישעי,805,ישעי,1,automatic_name_match,K17,1,0,307
לוחמי הגיטאות,,לוחמי הגיטאות,595,לוחמי הגיטאות,1,automatic_name_match,K17,1,0,307
פתחיה,,פתחיה,839,פתחיה,1,automatic_name_match,K17,1,0,307
ביריה,,ביריה,368,בירייה,1,reviewed_locality,K17,1,0,305
נגבה,,נגבה,315,נגבה,1,automatic_name_match,K17,1,0,305
נוב,,נוב,4304,נוב,1,automatic_name_match,K17,1,0,305
חגלה,,חגלה,205,חגלה,1,automatic_name_match,K17,1,0,304
לכיש,,לכיש,24,לכיש,1,automatic_name_match,K17,1,0,304
מעוז חיים,,מעוז חיים,272,מעוז חיים,1,automatic_name_match,K17,1,0,304
אבן ספיר,,אבן ספיר,783,אבן ספיר,1,automatic_name_match,K17,1,0,303
גן יאשיה,,גן יאשיה,734,גן יאשיה,1,automatic_name_match,K17,1,0,303
המעפיל,,המעפיל,377,המעפיל,1,automatic_name_match,K17,1,0,303
"כפר הרי""ף",,"כפר הרי""ף",888,"כפר הרי""ף",1,automatic_name_match,K17,1,0,303
תלמי אלעזר,,תלמי אלעזר,2003,תלמי אלעזר,1,automatic_name_match,K17,1,0,303
בית הלוי,,בית הלוי,373,בית הלוי,1,automatic_name_match,K17,1,0,302
גשר,,גשר,305,גשר,1,automatic_name_match,K17,1,0,302
כפר תפוח,,כפר תפוח,3572,כפר תפוח,1,automatic_name_match,K17,1,0,302
רמת מגשימים,,רמת מגשימים,4701,רמת מגשימים,1,automatic_name_match,K17,1,0,301
דגניה ב',,דגניה ב',79,דגניה ב',1,automatic_name_match,K17,1,0,300
זכריה,,זכריה,799,זכריה,1,automatic_name_match,K17,1,0,300
חצבה,,חצבה,13,חצבה,1,automatic_name_match,K17,1,0,300
מסילות,,מסילות,298,מסילות,1,automatic_name_match,K17,1,0,300
מפלסים,,מפלסים,668,מפלסים,1,automatic_name_match,K17,1,0,300
בית הלל,,בית הלל,322,בית הלל,1,automatic_name_match,K17,1,0,299
דורות,,דורות,336,דורות,1,automatic_name_match,K17,1,0,299
בית נחמיה,,בית נחמיה,784,בית נחמיה,1,automatic_name_match,K17,1,0,298
גבעתי,,גבעתי,793,גבעתי,1,automatic_name_match,K17,1,0,298
סייד )שבט( [1170],1170,סייד )שבט(,1359,אל סייד,1,reviewed_locality,K16,2,940,298
גנות הדר,,גנות הדר,549,גנות הדר,1,automatic_name_match,K17,1,0,297
יפתח,,יפתח,453,יפתח,1,automatic_name_match,K17,1,0,297
עין גדי,,עין גדי,2042,עין גדי,1,automatic_name_match,K17,1,0,297
כפר חיים,,כפר חיים,193,כפר חיים,1,automatic_name_match,K17,1,0,296
נעלה,,נעלה,3787,נעלה,1,automatic_name_match,K17,1,0,296
דן,,דן,303,דן,1,automatic_name_match,K17,1,0,295
עלי זהב,,עלי זהב,3727,עלי זהב,1,automatic_name_match,K17,1,0,295
שורש,,שורש,456,שורש,1,automatic_name_match,K17,1,0,295
אשדות יעקב (איחו,,אשדות יעקב (איחו,199,אשדות יעקב (איחוד),1,reviewed_locality,K17,1,0,294
בן זכאי,,בן זכאי,760,בן זכאי,1,automatic_name_match,K17,1,0,292
ברעם,,ברעם,667,ברעם,1,automatic_name_match,K17,1,0,292
כפר רוזנואלד (זרעית) [1130],1130,כפר רוזנואלד (זרעית),1130,כפר רוזנואלד (זרעית),1,automatic_code_match,K22 K21,2,443,292
ניר גלים,,ניר גלים,720,ניר גלים,1,automatic_name_match,K17,1,0,292
גני יוחנן,,גני יוחנן,862,גני יוחנן,1,automatic_name_match,K17,1,0,291
יעד,,יעד,1138,יעד,1,automatic_name_match,K17,1,0,291
משמר השרון,,משמר השרון,194,משמר השרון,1,automatic_name_match,K17,1,0,291
נווה מבטח,,נווה מבטח,827,נווה מבטח,1,automatic_name_match,K17,1,0,291
ניר עציון,,ניר עציון,769,ניר עציון,1,automatic_name_match,K17,1,0,291
שדה בוקר,,שדה בוקר,885,שדה בוקר,1,automatic_name_match,K17,1,0,290
תלמים,,תלמים,814,תלמים,1,automatic_name_match,K17,1,0,290
עמינדב,,עמינדב,779,עמינדב,1,automatic_name_match,K17,1,0,289
אלעריאן [1316],1316,אלעריאן,1316,אל -עריאן,1,automatic_code_match,K25 K24 K23,3,388,288
בן שמן )מושב( [2013],2013,בן שמן )מושב(,2013,בן שמן (מושב),1,automatic_code_match,K16,1,398,288
כפר ידידיה,,כפר ידידיה,233,כפר ידידיה,1,automatic_name_match,K17,1,0,287
כפר יעבץ,,כפר יעבץ,170,כפר יעבץ,1,automatic_name_match,K17,1,0,287
רמות נפתלי,,רמות נפתלי,372,רמות נפתלי,1,automatic_name_match,K17,1,0,287
שדה אליעזר,,שדה אליעזר,861,שדה אליעזר,1,automatic_name_match,K17,1,0,287
"מצפה אבי""ב",,"מצפה אבי""ב",1222,"מצפה אבי""ב",1,automatic_name_match,K17,1,0,286
סואעד (חמרייה) [942],942,סואעד (חמרייה),942,סואעד (חמרייה)*,1,automatic_code_match,K22 K21 K20 K19 K18,5,580,286
רמות,,רמות,4702,רמות,1,automatic_name_match,K17,1,0,286
הדר עם,,הדר עם,191,הדר עם,1,automatic_name_match,K17,1,0,285
חמד,,חמד,801,"חמ""ד",1,reviewed_locality,K17,1,0,285
משאבי שדה,,משאבי שדה,421,משאבי שדה,1,automatic_name_match,K17,1,0,285
שדה יעקב,,שדה יעקב,142,שדה יעקב,1,automatic_name_match,K17,1,0,285
תקומה,,תקומה,665,תקומה,1,automatic_name_match,K17,1,0,285
מגן,,מגן,695,מגן,1,automatic_name_match,K17,1,0,284
עין צורים,,עין צורים,622,עין צורים,1,automatic_name_match,K17,1,0,284
עמיחי [3824],3824,עמיחי,3824,עמיחי,1,automatic_code_match,K25 K23 K22 K21,4,309,284
עמיעד,,עמיעד,385,עמיעד,1,automatic_name_match,K17,1,0,284
רוחמה,,רוחמה,362,רוחמה,1,automatic_name_match,K17,1,0,284
חיננית,,חיננית,3643,חיננית,1,automatic_name_match,K17,1,0,283
חרב לאת,,חרב לאת,422,חרב לאת,1,automatic_name_match,K17,1,0,283
עזריאל,,עזריאל,837,עזריאל,1,automatic_name_match,K17,1,0,282
גבעת השלושה,,גבעת השלושה,870,גבעת השלושה,1,automatic_name_match,K17,1,0,281
כפר חושן,,כפר חושן,609,כפר חושן,1,automatic_name_match,K17,1,0,281
"כרם מהר""ל",,"כרם מהר""ל",580,"כרם מהר""ל",1,automatic_name_match,K17,1,0,280
מעונה,,מעונה,570,מעונה,1,automatic_name_match,K17,1,0,280
מצר,,מצר,648,מצר,1,automatic_name_match,K17,1,0,280
צלפון,,צלפון,796,צלפון,1,automatic_name_match,K17,1,0,279
תלמי יחיאל,,תלמי יחיאל,727,תלמי יחיאל,1,automatic_name_match,K17,1,0,279
כפר מימון,,כפר מימון,1095,כפר מימון,1,automatic_name_match,K17,1,0,278
לימן,,לימן,674,לימן,1,automatic_name_match,K17,1,0,278
ספסופה [609],609,ספסופה,609,כפר חושן,1,automatic_code_match,K16,1,403,278
עלמה,,עלמה,688,עלמה,1,automatic_name_match,K17,1,0,278
עמקה,,עמקה,708,עמקה,1,automatic_name_match,K17,1,0,278
עתניאל,,עתניאל,3748,עתניאל,1,automatic_name_match,K17,1,0,278
רבבה,,רבבה,3795,רבבה,1,automatic_name_match,K17,1,0,278
כפר החורש,,כפר החורש,192,כפר החורש,1,automatic_name_match,K17,1,0,277
כפר סאלד,,כפר סאלד,345,כפר סאלד,1,automatic_name_match,K17,1,0,277
רמות מאיר,,רמות מאיר,735,רמות מאיר,1,automatic_name_match,K17,1,0,277
דלתון,,דלתון,1709,דלתון,1,automatic_name_match,K17,1,0,276
משגב דב,,משגב דב,765,משגב דב,1,automatic_name_match,K17,1,0,276
בן עמי,,בן עמי,712,בן עמי,1,automatic_name_match,K17,1,0,275
אלישיב,,אלישיב,204,אלישיב,1,automatic_name_match,K17,1,0,274
מנוף,,מנוף,1174,מנוף,1,automatic_name_match,K17,1,0,274
שרונה,,שרונה,292,שרונה,1,automatic_name_match,K17,1,0,274
אפק,,אפק,313,אפק,1,automatic_name_match,K17,1,0,272
ברור חיל,,ברור חיל,428,ברור חיל,1,automatic_name_match,K17,1,0,272
גן שלמה,,גן שלמה,144,גן שלמה,1,automatic_name_match,K17,1,0,271
כפר ביאליק,,כפר ביאליק,220,כפר ביאליק,1,automatic_name_match,K17,1,0,271
להבות הבשן,,להבות הבשן,380,להבות הבשן,1,automatic_name_match,K17,1,0,271
להב,,להב,2023,להב,1,automatic_name_match,K17,1,0,270
הזורעים,,הזורעים,307,הזורעים,1,automatic_name_match,K17,1,0,269
כנרת )מושבה( [63],63,כנרת )מושבה(,63,כנרת (מושבה),1,automatic_code_match,K16,1,356,269
בקוע,,בקוע,864,בקוע,1,automatic_name_match,K17,1,0,268
משען,,משען,791,משען,1,automatic_name_match,K17,1,0,268
רשפים,,רשפים,437,רשפים,1,automatic_name_match,K17,1,0,268
שלוחות,,שלוחות,439,שלוחות,1,automatic_name_match,K17,1,0,268
געתון,,געתון,463,געתון,1,automatic_name_match,K17,1,0,267
עין העמק,,עין העמק,367,עין העמק,1,automatic_name_match,K17,1,0,267
ענב,,ענב,3712,ענב,1,automatic_name_match,K17,1,0,267
שושנת העמקים (רסק [224],224,שושנת העמקים (רסק,224,שושנת העמקים,1,reviewed_locality,K18,1,444,267
בית מאיר,,בית מאיר,751,בית מאיר,1,automatic_name_match,K17,1,0,266
גיניגר,,גיניגר,92,גיניגר,1,automatic_name_match,K17,1,0,266
חיבת ציון,,חיבת ציון,219,חיבת ציון,1,automatic_name_match,K17,1,0,265
יציץ,,יציץ,759,יציץ,1,automatic_name_match,K17,1,0,265
רימונים,,רימונים,3565,רימונים,1,automatic_name_match,K17,1,0,265
כרכום,,כרכום,1285,כרכום,1,automatic_name_match,K17,1,0,264
פוריה עילית,,פוריה עילית,1313,פורייה עילית,1,reviewed_locality,K17,1,0,264
כנרת (מושבה),,כנרת (מושבה),63,כנרת (מושבה),1,automatic_name_match,K17,1,0,263
חפצי-בה,,חפצי-בה,90,חפצי-בה,1,automatic_name_match,K17,1,0,262
נחשולים,,נחשולים,433,נחשולים,1,automatic_name_match,K17,1,0,262
עין כרמל,,עין כרמל,426,עין כרמל,1,automatic_name_match,K17,1,0,262
צפריה,,צפריה,594,צפרייה,1,reviewed_locality,K17,1,0,262
כפר עציון,,כפר עציון,3488,כפר עציון,1,automatic_name_match,K17,1,0,261
מדרך עוז,,מדרך עוז,2029,מדרך עוז,1,automatic_name_match,K17,1,0,261
הודיה,,הודיה,726,הודייה,1,reviewed_locality,K17,1,0,260
קשת,,קשת,4006,קשת,1,automatic_name_match,K17,1,0,260
שכניה,,שכניה,1160,שכניה,1,automatic_name_match,K17,1,0,260
חדיד,,חדיד,618,חדיד,1,automatic_name_match,K17,1,0,259
יערה,,יערה,795,יערה,1,automatic_name_match,K17,1,0,259
מצובה,,מצובה,325,מצובה,1,automatic_name_match,K17,1,0,259
מצפה נטופה,,מצפה נטופה,1190,מצפה נטופה,1,automatic_name_match,K17,1,0,259
נטעים,,נטעים,174,נטעים,1,automatic_name_match,K17,1,0,259
ציפורי,,ציפורי,613,ציפורי,1,automatic_name_match,K17,1,0,259
עוצם,,עוצם,32,עוצם,1,automatic_name_match,K17,1,0,258
אמירים,,אמירים,1064,אמירים,1,automatic_name_match,K17,1,0,257
סאסא,,סאסא,578,סאסא,1,automatic_name_match,K17,1,0,257
בית הגדי,,בית הגדי,723,בית הגדי,1,automatic_name_match,K17,1,0,255
שושנת העמקים )רסק [224],224,שושנת העמקים )רסק,224,שושנת העמקים,1,automatic_code_match,K16,1,413,255
אור הנר,,אור הנר,67,אור הנר,1,automatic_name_match,K17,1,0,254
גת )קיבוץ( [340],340,גת )קיבוץ(,340,גת (קיבוץ),1,automatic_code_match,K16,1,410,254
מרום גולן,,מרום גולן,4101,מרום גולן,1,automatic_name_match,K17,1,0,254
אבן שמואל,,אבן שמואל,400,אבן שמואל,1,automatic_name_match,K17,1,0,253
שואבה,,שואבה,741,שואבה,1,automatic_name_match,K17,1,0,253
בארות יצחק,,בארות יצחק,450,בארות יצחק,1,automatic_name_match,K17,1,0,252
כרמי צור,,כרמי צור,3766,כרמי צור,1,automatic_name_match,K17,1,0,252
שמרת,,שמרת,432,שמרת,1,automatic_name_match,K17,1,0,252
שדמות דבורה,,שדמות דבורה,306,שדמות דבורה,1,automatic_name_match,K17,1,0,251
אביאל,,אביאל,679,אביאל,1,automatic_name_match,K17,1,0,250
כפר אחים,,כפר אחים,690,כפר אחים,1,automatic_name_match,K17,1,0,250
סוסיה,,סוסיה,3756,סוסיה,1,automatic_name_match,K17,1,0,250
ברקאי,,ברקאי,617,ברקאי,1,automatic_name_match,K17,1,0,249
הילה,,הילה,1208,הילה,1,automatic_name_match,K17,1,0,249
חלץ,,חלץ,820,חלץ,1,automatic_name_match,K17,1,0,249
שקד,,שקד,3649,שקד,1,automatic_name_match,K17,1,0,249
זרחיה,,זרחיה,818,זרחיה,1,automatic_name_match,K17,1,0,248
צאלים,,צאלים,413,צאלים,1,automatic_name_match,K17,1,0,248
חבצלת השרון,,חבצלת השרון,235,חבצלת השרון,1,automatic_name_match,K17,1,0,247
כפר מרדכי,,כפר מרדכי,764,כפר מרדכי,1,automatic_name_match,K17,1,0,247
בוסתן הגליל,,בוסתן הגליל,559,בוסתן הגליל,1,automatic_name_match,K17,1,0,246
בית עוזיאל,,בית עוזיאל,301,בית עוזיאל,1,automatic_name_match,K17,1,0,246
גת (קיבוץ),,גת (קיבוץ),340,גת (קיבוץ),1,automatic_name_match,K17,1,0,245
אביטל,,אביטל,2052,אביטל,1,automatic_name_match,K17,1,0,244
חולתה,,חולתה,253,חולתה,1,automatic_name_match,K17,1,0,244
רבדים,,רבדים,564,רבדים,1,automatic_name_match,K17,1,0,244
רומת הייב,,רומת הייב,997,רומת הייב,1,automatic_name_match,K17,2,0,244
אייל,,אייל,716,אייל,1,automatic_name_match,K17,1,0,243
בת עין,,בת עין,3794,בת עין,1,automatic_name_match,K17,1,0,243
גלעד (אבן יצחק),,גלעד (אבן יצחק),369,גלעד (אבן יצחק),1,automatic_name_match,K17,1,0,243
טמרה )יזרעאל( [547],547,טמרה )יזרעאל(,547,טמרה (יזרעאל),1,automatic_code_match,K16,1,646,243
נחשון,,נחשון,777,נחשון,1,automatic_name_match,K17,1,0,243
גבעת עוז,,גבעת עוז,703,גבעת עוז,1,automatic_name_match,K17,1,0,242
גורן,,גורן,755,גורן,1,automatic_name_match,K17,1,0,242
זבדיאל,,זבדיאל,815,זבדיאל,1,automatic_name_match,K17,1,0,242
יחיעם,,יחיעם,409,יחיעם,1,automatic_name_match,K17,1,0,242
כפר רופין,,כפר רופין,295,כפר רופין,1,automatic_name_match,K17,1,0,242
נירים,,נירים,602,נירים,1,automatic_name_match,K17,1,0,242
נס הרים,,נס הרים,825,נס הרים,1,automatic_name_match,K17,1,0,242
אורים,,אורים,403,אורים,1,automatic_name_match,K17,1,0,241
גבעת יואב,,גבעת יואב,4021,גבעת יואב,1,automatic_name_match,K17,1,0,241
עוזה,,עוזה,826,עוזה,1,automatic_name_match,K17,1,0,239
רמת דוד,,רמת דוד,135,רמת דוד,1,automatic_name_match,K17,1,0,239
שפיר,,שפיר,692,שפיר,1,automatic_name_match,K17,1,0,239
אשדות יעקב (מאוח,,אשדות יעקב (מאוח,188,אשדות יעקב (מאוחד),1,reviewed_locality,K17,1,0,238
סלעית,,סלעית,3567,סלעית,1,automatic_name_match,K17,1,0,238
קדר,,קדר,3781,קדר,1,automatic_name_match,K17,1,0,238
שחר,,שחר,7,שחר,1,automatic_name_match,K17,1,0,238
תרום,,תרום,778,תרום,1,automatic_name_match,K17,1,0,238
ניר עוז,,ניר עוז,69,ניר עוז,1,automatic_name_match,K17,1,0,237
פדיה,,פדיה,838,פדיה,1,automatic_name_match,K17,1,0,237
תעוז,,תעוז,752,תעוז,1,automatic_name_match,K17,1,0,237
כפר פינס,,כפר פינס,189,כפר פינס,1,automatic_name_match,K17,1,0,236
אשדות יעקב )מאוח [188],188,אשדות יעקב )מאוח,188,אשדות יעקב (מאוחד),1,automatic_code_match,K16,1,359,235
סער,,סער,454,סער,1,automatic_name_match,K17,1,0,235
עמיקם,,עמיקם,773,עמיקם,1,automatic_name_match,K17,1,0,235
"גבעת ח""ן",,"גבעת ח""ן",207,"גבעת ח""ן",1,automatic_name_match,K17,1,0,233
נחם,,נחם,809,נחם,1,automatic_name_match,K17,1,0,233
אדרת,,אדרת,1123,אדרת,1,automatic_name_match,K17,1,0,232
אילניה,,אילניה,49,אילנייה,1,reviewed_locality,K17,1,0,232
יצהר,,יצהר,3749,יצהר,1,automatic_name_match,K17,1,0,232
כמון,,כמון,1201,כמון,1,automatic_name_match,K17,1,0,232
מטע,,מטע,822,מטע,1,automatic_name_match,K17,1,0,232
ניצנים,,ניצנים,359,ניצנים,1,automatic_name_match,K17,1,0,232
"נתיב הל""ה",,"נתיב הל""ה",693,"נתיב הל""ה",1,automatic_name_match,K17,1,0,232
נתיב השיירה,,נתיב השיירה,792,נתיב השיירה,1,automatic_name_match,K17,1,0,232
יכיני,,יכיני,811,יכיני,1,automatic_name_match,K17,1,0,231
תל יוסף,,תל יוסף,84,תל יוסף,1,automatic_name_match,K17,1,0,231
רמת צבי,,רמת צבי,339,רמת צבי,1,automatic_name_match,K17,1,0,230
שדה נחמיה,,שדה נחמיה,329,שדה נחמיה,1,automatic_name_match,K17,1,0,230
אום אל-קוטוף,,אום אל-קוטוף,2024,אום אל-קוטוף,1,automatic_name_match,K17,1,0,229
הר גילה,,הר גילה,3603,הר גילה,1,automatic_name_match,K17,1,0,229
נווה זוהר [1057],1057,נווה זוהר,1057,נווה זוהר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K16,8,511,229
נירן [3620],3620,נירן,3620,נערן,1,reviewed_locality,K21 K20 K19 K18 K16,5,314,229
איתמר,,איתמר,3762,איתמר,1,automatic_name_match,K17,1,0,227
בית שקמה,,בית שקמה,747,בית שקמה,1,automatic_name_match,K17,1,0,227
גנות,,גנות,836,גנות,1,automatic_name_match,K17,1,0,227
כורזים,,כורזים,1252,כורזים,1,automatic_name_match,K17,1,0,227
שושנת העמקים (רסק,,שושנת העמקים (רסק,224,שושנת העמקים,1,reviewed_locality,K17,1,0,227
אלוני יצחק [868],868,אלוני יצחק,868,אלוני יצחק,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1084,226
גלעד )אבן יצחק( [369],369,גלעד )אבן יצחק(,369,גלעד (אבן יצחק),1,automatic_code_match,K16,1,312,226
עבדון,,עבדון,892,עבדון,1,automatic_name_match,K17,1,0,226
יראון,,יראון,623,יראון,1,automatic_name_match,K17,1,0,225
עין עירון,,עין עירון,223,עין עירון,1,automatic_name_match,K17,1,0,225
רמת רחל,,רמת רחל,127,רמת רחל,1,automatic_name_match,K17,1,0,225
שדה אילן,,שדה אילן,721,שדה אילן,1,automatic_name_match,K17,1,0,225
ארז,,ארז,714,ארז,1,automatic_name_match,K17,1,0,224
מעלה לבונה,,מעלה לבונה,3752,מעלה לבונה,1,automatic_name_match,K17,1,0,224
"גבעת כ""ח",,"גבעת כ""ח",802,"גבעת כ""ח",1,automatic_name_match,K17,1,0,223
ניר אליהו,,ניר אליהו,808,ניר אליהו,1,automatic_name_match,K17,1,0,223
בית נקופה,,בית נקופה,672,בית נקופה,1,automatic_name_match,K17,1,0,222
משמר איילון,,משמר איילון,670,משמר איילון,1,automatic_name_match,K17,1,0,222
אומץ,,אומץ,680,אומץ,1,automatic_name_match,K17,1,0,221
בני דרום,,בני דרום,592,בני דרום,1,automatic_name_match,K17,1,0,221
מחניים,,מחניים,308,מחניים,1,automatic_name_match,K17,1,0,221
מירון,,מירון,607,מירון,1,automatic_name_match,K17,1,0,221
אחוזם,,אחוזם,821,אחוזם,1,automatic_name_match,K17,1,0,220
מעלה החמישה,,מעלה החמישה,286,מעלה החמישה,1,automatic_name_match,K17,1,0,220
רעים,,רעים,713,רעים,1,automatic_name_match,K17,1,0,220
גלאון,,גלאון,393,גלאון,1,automatic_name_match,K17,1,0,219
עלומים,,עלומים,1146,עלומים,1,automatic_name_match,K17,1,0,219
רמת רזיאל,,רמת רזיאל,460,רמת רזיאל,1,automatic_name_match,K17,1,0,219
דבירה,,דבירה,849,דבירה,1,automatic_name_match,K17,1,0,218
טנא,,טנא,3743,טנא,1,automatic_name_match,K17,1,0,218
עין הוד,,עין הוד,74,עין הוד,1,automatic_name_match,K17,1,0,218
שניר,,שניר,1132,שניר,1,automatic_name_match,K17,1,0,218
אשרת,,אשרת,1256,אשרת,1,automatic_name_match,K17,1,0,217
גדות,,גדות,35,גדות,1,automatic_name_match,K17,1,0,217
"כפר מל""ל",,"כפר מל""ל",98,"כפר מל""ל",1,automatic_name_match,K17,1,0,217
עדנים,,עדנים,2035,עדנים,1,automatic_name_match,K17,1,0,216
אביעזר,,אביעזר,1070,אביעזר,1,automatic_name_match,K17,1,0,215
משמר הירדן,,משמר הירדן,732,משמר הירדן,1,automatic_name_match,K17,1,0,215
פארן,,פארן,1151,פארן,1,automatic_name_match,K17,1,0,215
כרם בן זמרה,,כרם בן זמרה,664,כרם בן זמרה,1,automatic_name_match,K17,1,0,214
נווה אילן,,נווה אילן,405,נווה אילן,1,automatic_name_match,K17,1,0,214
"נעמ""ה [3713]",3713,"נעמ""ה",3713,"נעמ""ה",1,automatic_code_match,K20 K19 K18,3,339,214
גבים,,גבים,424,גבים,1,automatic_name_match,K17,1,0,213
כפר בן נון,,כפר בן נון,2010,כפר בן נון,1,automatic_name_match,K17,1,0,213
חפץ חיים,,חפץ חיים,363,חפץ חיים,1,automatic_name_match,K17,1,0,212
ניר יפה,,ניר יפה,165,ניר יפה,1,automatic_name_match,K17,1,0,212
שדמה,,שדמה,555,שדמה,1,automatic_name_match,K17,1,0,212
כפר אוריה,,כפר אוריה,364,כפר אוריה,1,automatic_name_match,K17,1,0,211
אורות,,אורות,2012,אורות,1,automatic_name_match,K17,1,0,209
בית עובד,,בית עובד,202,בית עובד,1,automatic_name_match,K17,1,0,209
גליל ים,,גליל ים,346,גליל ים,1,automatic_name_match,K17,1,0,209
שדמות מחולה,,שדמות מחולה,3578,שדמות מחולה,1,automatic_name_match,K17,1,0,209
בית חלקיה,,בית חלקיה,2033,בית חלקיה,1,automatic_name_match,K17,1,0,208
נחשונים,,נחשונים,705,נחשונים,1,automatic_name_match,K17,1,0,208
גן הדרום,,גן הדרום,1072,גן הדרום,1,automatic_name_match,K17,1,0,207
זיקים,,זיקים,584,זיקים,1,automatic_name_match,K17,1,0,207
חמדיה,,חמדיה,343,חמדיה,1,automatic_name_match,K17,1,0,207
מיטב,,מיטב,2054,מיטב,1,automatic_name_match,K17,1,0,207
רווחה,,רווחה,2051,רווחה,1,automatic_name_match,K17,1,0,207
אליפלט,,אליפלט,730,אליפלט,1,automatic_name_match,K17,1,0,206
אשחר,,אשחר,1188,אשחר,1,automatic_name_match,K17,1,0,206
יודפת,,יודפת,1112,יודפת,1,automatic_name_match,K17,1,0,206
קרית ענבים,,קרית ענבים,78,קריית ענבים,1,reviewed_locality,K17,1,0,206
גאולי תימן,,גאולי תימן,872,גאולי תימן,1,automatic_name_match,K17,1,0,205
אושה,,אושה,278,אושה,1,automatic_name_match,K17,1,0,204
בר גיורא,,בר גיורא,823,בר גיורא,1,automatic_name_match,K17,1,0,204
יובל,,יובל,2009,יובל,1,automatic_name_match,K17,1,0,204
יסודות,,יסודות,440,יסודות,1,automatic_name_match,K17,1,0,204
ניצנה קהילת חינוך [1195],1195,ניצנה קהילת חינוך,1195,ניצנה (קהילת חינוך),1,automatic_code_match,K25 K24 K23,3,757,204
נחלה,,נחלה,2045,נחלה,1,automatic_name_match,K17,1,0,203
שילת,,שילת,1165,שילת,1,automatic_name_match,K17,1,0,203
עין ראפה,,עין ראפה,514,עין ראפה,1,automatic_name_match,K17,1,0,202
דריג'את,,דריג'את,1349,דריג'את,1,automatic_name_match,K17,1,0,201
מחולה,,מחולה,3599,מחולה,1,automatic_name_match,K17,1,0,200
"גבעת ניל""י",,"גבעת ניל""י",360,"גבעת ניל""י",1,automatic_name_match,K17,1,0,199
מגידו,,מגידו,586,מגידו,1,automatic_name_match,K17,1,0,199
ניר עם,,ניר עם,348,ניר עם,1,automatic_name_match,K17,1,0,199
סגולה,,סגולה,2046,סגולה,1,automatic_name_match,K17,1,0,199
שדה משה,,שדה משה,18,שדה משה,1,automatic_name_match,K17,1,0,199
בת שלמה,,בת שלמה,33,בת שלמה,1,automatic_name_match,K17,1,0,198
נטף,,נטף,1254,נטף,1,automatic_name_match,K17,1,0,198
בית ינאי,,בית ינאי,200,בית ינאי,1,automatic_name_match,K17,1,0,197
נווה זיו,,נווה זיו,1314,נווה זיו,1,automatic_name_match,K17,1,0,197
אלוני אבא,,אלוני אבא,429,אלוני אבא,1,automatic_name_match,K17,1,0,196
נופים,,נופים,3790,נופים,1,automatic_name_match,K17,1,0,196
ראס עלי,,ראס עלי,990,ראס עלי,1,automatic_name_match,K17,1,0,196
גני טל [5424],5424,גני טל,1371,גני טל,1,automatic_name_match,K16,1,241,194
כרמיה,,כרמיה,768,כרמייה,1,reviewed_locality,K17,1,0,194
מלכיה,,מלכיה,596,מלכייה,1,reviewed_locality,K17,1,0,194
מסד,,מסד,1258,מסד,1,automatic_name_match,K17,1,0,194
חולדה,,חולדה,160,חולדה,1,automatic_name_match,K17,1,0,193
סואעד חמרייה [942],942,סואעד חמרייה,942,סואעד (חמרייה)*,1,automatic_code_match,K25 K24 K23,3,489,193
אבן מנחם,,אבן מנחם,1081,אבן מנחם,1,automatic_name_match,K17,1,0,192
ראש צורים,,ראש צורים,3602,ראש צורים,1,automatic_name_match,K17,1,0,192
מסלול,,מסלול,748,מסלול,1,automatic_name_match,K17,1,0,190
עופר,,עופר,810,עופר,1,automatic_name_match,K17,1,0,190
בית קמה,,בית קמה,598,בית קמה,1,automatic_name_match,K17,1,0,189
נועם,,נועם,15,נועם,1,automatic_name_match,K17,1,0,189
